Id,Model,Price,Age_08_04,KM,HP,CC,Doors,Cylinders,Quarterly_Tax,Weight,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar
502,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,53,57948,97,1400,3,4,69,1025,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
503,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9700,51,57645,110,1600,5,4,85,1080,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
504,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,47,57500,110,1600,4,4,19,1105,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
505,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9900,53,57475,110,1600,3,4,69,1040,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
506,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,9990,55,56743,110,1600,3,4,69,1045,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
507,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9475,48,56675,97,1400,3,4,69,1025,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
508,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,54,55877,110,1600,5,4,85,1075,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
509,TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,11950,53,55500,110,1600,4,4,69,1035,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1
510,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11500,55,54900,97,1400,5,4,85,1060,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
511,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,54465,110,1600,5,4,85,1075,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
512,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,46,53700,97,1400,5,4,85,1060,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
513,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11700,52,53561,97,1400,5,4,85,1060,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
514,TOYOTA Corolla 1.6 16v Liftback Linea So 4/5-Doors,11900,51,53408,110,1600,5,4,85,1080,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
515,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,51,53268,110,1600,5,4,85,1080,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
516,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,49,53116,97,1400,3,4,69,1025,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
517,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,52448,97,1400,3,4,69,1025,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
518,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,10750,55,52149,97,1400,3,4,19,1085,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
519,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,11950,55,52141,110,1600,5,4,85,1070,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
520,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10000,56,52000,97,1400,3,4,69,1025,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
521,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10495,48,50967,97,1400,5,4,85,1060,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
522,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,50,50400,110,1600,5,4,85,1080,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
523,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,54,50000,97,1400,3,4,69,1025,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
524,TOYOTA Corolla 1.3 G6 liftback 4/5-Doors,11950,51,50000,86,1300,5,4,69,1045,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
525,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,53,49969,110,1600,5,4,85,1075,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1
526,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,18950,49,49568,110,1600,3,4,19,1105,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0
527,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,51,49473,110,1600,3,4,85,1055,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0
528,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,52,49432,110,1600,3,4,69,1050,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1
529,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,48,49417,110,1600,3,4,69,1045,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
530,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,54,49366,97,1400,3,4,69,1025,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
531,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,56,48731,110,1600,3,4,85,1055,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0
532,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,54,48370,110,1600,5,4,85,1080,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1
533,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,48,48071,97,1400,3,4,69,1025,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
534,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,54,47852,110,1600,4,4,69,1030,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
535,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,54,47768,110,1600,3,4,85,1055,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
536,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11895,52,47689,110,1600,5,4,85,1075,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
537,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,53,47451,110,1600,3,4,85,1055,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
538,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,50,47219,110,1600,5,4,85,1080,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
539,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,56,47211,110,1600,5,4,85,1070,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
540,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,54,46856,97,1400,5,4,85,1060,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
541,TOYOTA Corolla 1.3 Linea Terra liftback 4/5-Doors,10950,56,46500,86,1300,5,4,69,1035,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
542,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,52,46449,110,1600,4,4,69,1035,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
543,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10950,47,46391,110,1600,5,4,85,1075,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
544,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,54,46230,110,1600,3,4,85,1055,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
545,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,52,46029,110,1600,4,4,69,1030,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
546,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,50,46000,97,1400,3,4,69,1025,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0
547,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,45900,110,1600,5,4,85,1075,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
548,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,47,45850,97,1400,5,4,85,1060,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
549,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,56,45336,110,1600,5,4,85,1080,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
550,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,44537,97,1400,3,4,69,1025,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
551,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10750,56,43700,86,1300,3,4,69,1025,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
552,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,48,43120,97,1400,3,4,69,1030,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
554,TOYOTA Corolla 1.6 Hatchback 2/3-Doors,10450,49,41710,110,1600,3,4,69,1040,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
555,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,52,41700,97,1400,3,4,69,1025,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
556,TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,12950,49,41636,110,1600,5,4,19,1105,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
557,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,50,41273,97,1400,5,4,85,1060,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
558,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,49,40836,110,1600,3,4,85,1075,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
559,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,50,40400,97,1400,5,4,85,1060,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
560,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,47,40361,110,1600,5,4,85,1090,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
561,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,13750,54,40325,86,1300,5,4,69,1045,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
562,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,47,40000,110,1600,5,4,85,1080,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
563,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,50,39706,110,1600,5,4,85,1080,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
564,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,54,39291,110,1600,3,4,69,1040,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
565,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,54,39000,97,1400,3,4,69,1025,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
566,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,47,38900,97,1400,3,4,69,1025,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
567,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,51,38403,110,1600,3,4,85,1055,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0
568,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,37461,97,1400,3,4,69,1025,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
569,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,54,37000,97,1400,3,4,69,1025,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
570,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,55,36406,110,1600,4,4,69,1035,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
571,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,48,36005,97,1400,5,4,85,1065,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
572,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,52,36000,110,1600,5,4,85,1075,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
573,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13000,49,36000,110,1600,5,4,85,1080,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
574,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,12950,45,36000,110,1600,3,4,85,1070,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
575,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,52,35823,110,1600,5,4,85,1075,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
576,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,56,35230,97,1400,3,4,69,1025,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
577,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,11710,48,35142,110,1600,3,4,85,1055,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
578,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9980,49,34890,97,1400,3,4,69,1025,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
579,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12250,51,34882,110,1600,5,4,85,1075,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
580,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,46,34000,110,1600,5,4,85,1075,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
581,TOYOTA Corolla 1.6 16v Liftback Linea Sol 4/5-Doors,11950,56,33998,110,1600,5,4,85,1080,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
582,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11500,55,33230,110,1600,3,4,69,1050,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
583,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,46,33021,110,1600,5,4,85,1080,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
584,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11930,49,31999,97,1400,3,4,69,1030,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
585,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,52,31579,97,1400,3,4,69,1025,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
586,TOYOTA Corolla 1.4 HB Terra 2/3-Doors,8950,56,31000,97,1400,3,4,69,1025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
587,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10450,46,30806,97,1400,5,4,85,1060,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
588,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,10500,55,30461,86,1300,5,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
589,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,12950,50,29686,110,1600,3,4,85,1075,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1
590,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9950,55,29650,86,1300,3,4,69,1025,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1
591,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12900,52,29500,110,1600,3,4,85,1055,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0
592,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,9950,48,28656,97,1400,3,4,19,1085,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
593,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,27500,97,1400,3,4,69,1025,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
594,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,48,26938,110,1600,3,4,69,1040,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
595,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,53,26624,97,1400,5,4,85,1060,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
596,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,47,26221,97,1400,3,4,69,1025,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
597,TOYOTA Corolla LIFTBACK 1.4 16V VVTI TERRA 4/5-Doors,10950,50,22648,97,1400,5,4,85,1060,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
598,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10800,50,22500,97,1400,3,4,69,1025,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
599,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,19313,97,1400,3,4,69,1025,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
600,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10450,50,17619,110,1600,4,4,69,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10600,51,17069,97,1400,3,4,69,1025,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
602,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,15000,97,1400,3,4,69,1025,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
603,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,12950,50,10210,97,1400,5,4,85,1065,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
604,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11250,47,5309,110,1600,3,4,85,1070,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
605,TOYOTA Corolla 2.0 d HB Diesel 2/3-Doors,7500,50,1,90,2000,3,4,64,1260,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1
606,TOYOTA Corolla 1.4 VVT-i Terra 2/3-Doors,8950,52,31000,97,1398,3,4,69,1025,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
607,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6950,58,205000,72,2000,4,4,185,1100,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
608,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7900,68,204250,72,2000,3,4,185,1115,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
609,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,5950,68,194545,86,1300,4,4,69,1000,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
610,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7500,59,190900,72,2000,3,4,185,1115,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
611,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7500,62,183500,72,2000,5,4,185,1140,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
612,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,65,176184,72,2000,3,4,185,1115,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
613,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,5751,67,174833,72,2000,4,4,185,1100,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
614,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,68,155720,86,1300,3,4,69,1015,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1
615,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,7950,67,155500,110,1600,5,4,69,1050,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
616,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,7750,59,154783,72,2000,3,4,185,1120,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
617,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,154462,72,2000,5,4,185,1135,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
618,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8250,64,150585,110,1600,3,4,85,1065,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
619,TOYOTA Corolla 2.0diesel Stationwagen,6250,67,149000,90,2000,5,4,64,1135,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
620,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9500,62,147636,72,2000,5,4,185,1135,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
621,TOYOTA Corolla 2.0D TERRA LIFTBACK 4/5-Doors,6900,59,144521,72,2000,5,4,64,1135,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
622,TOYOTA Corolla 1.6 16V G6 2/3-Doors,8450,64,144000,110,1600,3,4,72,1065,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0
623,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7350,65,140168,72,2000,3,4,185,1115,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
624,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,68,140000,110,1600,5,4,85,1085,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1
625,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,60,139800,72,2000,3,4,185,1115,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
626,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,137050,110,1600,3,4,197,1078,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1
627,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8750,61,136956,110,1600,3,4,85,1065,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
628,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,67,135337,110,1600,5,4,197,1120,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
629,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,64,133769,72,2000,3,4,185,1120,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
630,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,58,133405,72,2000,5,4,185,1135,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
631,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,65,132807,72,2000,5,4,185,1135,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
632,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,132393,72,2000,5,4,185,1135,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
633,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,60,130270,110,1600,3,4,69,1050,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0
634,TOYOTA Corolla 2.0D XL Sedan 4/5-Doors,7500,59,130000,72,2000,4,4,185,1135,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
635,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,67,127000,72,2000,5,4,185,1135,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
636,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9800,67,126800,72,2000,5,4,185,1135,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
637,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,66,126452,110,1600,5,4,85,1085,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
638,TOYOTA Corolla Sw 20D Linea Terra Stationwagen,8950,62,125175,116,2000,5,4,185,1150,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
639,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,68,125000,72,2000,3,4,185,1115,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
640,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10500,61,123000,72,2000,5,4,185,1135,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
641,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7995,59,121626,86,1300,5,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
642,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,10450,64,120400,110,1600,5,4,85,1090,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
643,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,9950,66,120000,72,2000,4,4,185,1100,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
